x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,y
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,1,3,0,0,1,0,0,0,0,0,1558,0,1,0,0,0,1,0,1,6,0,2,0,1,0,0,1,0,1,0,1,0,0,1919,0,1,0,1,0,1558,0,0,1,0,0,1,0,0,0,1,0,1,0,29199,0,0,0,0,0,0,1,0,1,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,102,0,0,17,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,339837,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,31100,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,14228,0,0,1,0,3,0,1,0,0,16,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,102,0,0,1,3,0,1,28899,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,355966,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,0,1,1,0,0,1,0,1,259,0,0,0,7,0,0,1,3,0,355966,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,14228,0,355966,0,0,0,1,0,0,0,14228,0,0,0,259,0,0,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,354065,1,0,1901,1,0,0,0,3,779,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,0,668,1,0,1,0,0,0,0,0,1,0,0,1,0,4,0,1,1,0,0,4223,0,0,2,0,1,0,1,1,0,0,0,5,0,1,3,0,0,0,0,2,8,1,2,1,0,0,6,0,0,1,0,0,1,1,0,0,0,1,668,1,0,20,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,2,43230,1,0,0,1,1,1,0,1,0,1,1,1,1,0,4,0,3,1,0,4,0,0,1,0,1,4,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,24,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,668,0,0,1,0,0,1,4223,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,38968,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,2,5,0,1,0,1,1,0,25,2,0,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,4,0,5,1,0,1,0,0,39007,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,39007,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,39,3,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,39007,1,0,0,0,3,640,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,0,2,0,0,1,0,0,0,0,0,14014,0,1,0,0,0,1,0,1,5,0,1,1,0,0,0,1,0,1,0,1,0,0,15227,0,1,0,1,0,14014,0,0,1,0,0,1,0,0,0,1,0,1,0,39795,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,10,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,1,25,0,0,14,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1135383,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,40700,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,36370,0,0,1,0,3,0,1,0,0,12,0,2,1,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,25,0,0,1,1,0,1,39795,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1172658,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,1,0,1,1188,0,0,0,8,0,0,1,0,0,1172658,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,36370,0,1172658,0,0,0,1,0,0,0,36370,0,0,0,1188,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1171753,1,0,905,1,0,0,0,2,829,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,2,1,0,0,0,1,0,1,0,1,0,2,778,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,20996,0,0,0,0,0,0,1,1,0,0,0,4,0,0,4,0,1,0,0,0,5,0,0,0,0,4387,0,0,0,0,1,0,0,2,0,0,0,1,332,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1,4,0,0,1,0,0,0,0,32700,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,23740,0,0,1,0,3,0,1,0,0,6,0,1,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,332,0,0,1,1,0,1,20996,1,0,0,0,0,0,0,1,0,0,0,4,2018,1,0,1,0,35444,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,11,0,0,1,0,0,0,0,0,2,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,364,0,0,0,8,0,0,1,0,0,37462,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,21371,0,37462,0,0,0,1,0,0,0,25758,0,0,0,446,0,0,1,2018,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,25758,0,1,11704,1,0,0,0,4,744,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,1,0,1,0,1,0,0,1,0,0,27,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,170,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,27,0,0,10,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1900,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,27,0,0,1,0,0,1,170,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1730,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,1730,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1730,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1730,1,0,0,0,0,706,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,2,0,0,0,0,0,2,0,1,3,0,1,2,0,0,1,0,0,0,0,0,2258,1,1,0,0,1,0,0,1,8,0,3,1,0,0,0,1,1,0,0,1,0,0,2827,0,1,1,0,0,2158,0,0,1,0,0,1,0,14,0,1,0,1,0,21069,0,0,7,0,5,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,8,2,9,21,0,30766,9,1,27,0,1,1,0,2,0,0,0,1,114,0,0,15,0,0,1,0,1,0,1,3,0,1,0,0,1,0,0,0,397463,0,1,0,32,0,1,0,0,0,1,0,0,1,2,0,1,2,1,0,0,0,0,5,27700,0,1,0,1,2,1,0,0,0,1,0,0,0,1,39,0,2,1,0,39,0,0,1,0,1,26,0,0,0,0,1,26844,0,2,1,0,2,1,0,0,0,5,0,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,114,0,0,1,0,0,1,76,1,0,0,0,0,0,32,0,1,0,0,5,9344,1,0,0,1,426931,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,32,0,0,1,0,0,21,0,0,0,0,0,1,0,25,1,0,1,0,0,0,0,2,6,0,2,0,0,271,5,0,1,0,0,0,3,2,0,0,0,0,1,9,2,0,2,1,0,0,1,0,1,0,0,39,0,10,2,0,1,6,0,436275,1,0,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,9,1,0,7,0,0,0,32,436275,5,0,2,1,0,0,2,36188,0,0,0,455,0,1,0,9344,6,0,0,1,0,1,1,0,7,1,0,0,0,1,0,1,0,0,27,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,429644,0,1,2624,0,1,19,0,0,645,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,7,0,2,0,0,1,0,0,1,0,0,2,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,1,1,0,0,0,1,0,1,0,1,0,0,1277,0,1,0,1,0,0,0,0,1,0,0,1,0,4,0,1,1,0,0,13578,0,1,4,0,0,0,1,1,0,1,0,18,0,0,4,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,679,0,0,14,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,3,12,0,0,1,0,0,1,4,26660,1,0,0,1,5,1,0,0,0,1,0,0,0,2,4,0,2,1,0,4,1,0,1,0,1,4,0,0,0,0,1,31659,0,0,1,0,2,0,1,1,0,29,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,679,0,0,1,3,0,1,13578,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,44741,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,3,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,33,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,1,0,0,1,0,1,598,0,4,0,19,0,0,1,3,0,44741,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,31659,0,44741,0,0,0,1,0,0,0,31659,1,0,0,598,0,0,1,0,3,1,0,1,0,1,0,0,4,1,0,0,0,1,0,1,0,1223,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,31659,1,0,13082,0,1,0,0,0,608,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1,1,0,0,0,1,1,0,0,1,0,1,885,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2088,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,122889,0,0,0,0,1,0,0,1,0,0,0,1,47,0,0,8,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,6800,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,102710,0,0,1,0,3,1,0,0,0,6,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,47,0,0,1,0,0,1,2088,1,0,0,0,0,0,0,1,0,0,0,9,20179,1,0,1,0,107422,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10,0,0,1,0,0,127601,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,127601,0,0,0,1,0,0,0,122889,0,0,0,838,0,1,0,20179,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,122889,0,1,4712,1,0,0,0,1,682,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0,260,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4165,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,260,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,15400,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,260,0,0,1,0,0,1,4165,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10335,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,10335,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10335,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,10335,1,0,0,0,2,675,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,1,0,0,0,0,0,3538,0,1,0,0,0,1,1,0,7,0,1,0,1,0,0,1,0,1,0,1,0,0,4537,0,1,0,1,0,3538,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,13,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,482350,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,39963,0,0,1,0,2,0,1,0,0,8,0,0,7,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,522313,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,138,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,1,0,1,861,0,0,0,6,0,0,1,0,0,522313,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,39963,0,522313,0,0,0,1,0,0,0,39963,0,0,0,999,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,1,522313,1,0,0,1,0,0,0,0,801,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,0,7,0,0,1,0,0,0,0,0,17214,0,1,0,0,0,1,0,1,8,0,0,0,1,0,0,1,0,1,0,1,0,0,18517,0,1,0,1,0,16625,0,0,1,0,0,1,0,0,0,1,0,1,0,91656,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,10,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,25,0,0,20,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2551827,0,1,0,0,0,1,6,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,321600,0,1,0,1,4,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,86617,0,0,1,0,4,0,1,0,0,11,0,2,6,7,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,25,0,0,1,1,0,1,56024,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2654020,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,0,3,1,0,0,1,0,1,1278,0,0,0,6,0,0,1,2,0,2654020,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,86617,0,2654020,0,0,0,1,0,0,0,86617,0,0,0,1278,0,0,1,0,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,2424076,1,0,15576,1,0,0,0,2,780,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,6,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,35734,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5081,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,3,0,500,0,0
